address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo/text,badgeInfo/type,baths,beds,brokerName,carouselPhotos/0/url,countryCurrency,detailUrl,foundFromSearchUrl,foundOnSearchPage,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/dateSold,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,id,imgSrc,info2String,info3String,isFeaturedListing,isHomeRec,isSaved,isShowcaseListing,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong/latitude,latLong/longitude,list,lotAreaString,marketingStatusSimplifiedCd,pgapt,providerListingId,rawHomeStatusCd,relaxed,sgapt,shouldShowZestimateAsPrice,soldPrice,statusText,statusType,streetViewMetadataURL,streetViewURL,unformattedPrice,variableData/text,variableData/type,zestimate,zpid
"13392 N 101st Way, Scottsdale, AZ 85260",Scottsdale,AZ,13392 N 101st Way,85260,3050,,,,4,5,Launch Powered By Compass,https://photos.zillowstatic.com/fp/c129c861563092d1bed867b11ee89ec6-p_e.jpg,$,https://www.zillow.com/homedetails/13392-N-101st-Way-Scottsdale-AZ-85260/8047423_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,3,FALSE,TRUE,TRUE,FALSE,4,5,Scottsdale,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.607655,,,3050,-111.86255,sqft,8458,995000,,995000,,4628,FALSE,AZ,13392 N 101st Way,533600,180571000,,,990500,85260,8047423,8047423,https://photos.zillowstatic.com/fp/c129c861563092d1bed867b11ee89ec6-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.607655,-111.86255,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$995,000 ",Sold,SOLD,,,995000,Sold 05/29/2024,RECENTLY_SOLD,990500,8047423
"9865 N 101st St, Scottsdale, AZ 85258",Scottsdale,AZ,9865 N 101st St,85258,1863,,,,2,2,Realty ONE Group,https://photos.zillowstatic.com/fp/3e2d8e7a999ec944d580345a7cf26d4b-p_e.jpg,$,https://www.zillow.com/homedetails/9865-N-101st-St-Scottsdale-AZ-85258/8057892_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,3,FALSE,TRUE,TRUE,FALSE,2,2,Scottsdale,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.576,,,1863,-111.865555,sqft,6378,872500,,872500,,3750,FALSE,AZ,9865 N 101st St,461500,180571000,,,864900,85258,8057892,8057892,https://photos.zillowstatic.com/fp/3e2d8e7a999ec944d580345a7cf26d4b-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.576,-111.865555,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$872,500 ",Sold,SOLD,,,872500,Sold 05/29/2024,RECENTLY_SOLD,864900,8057892
"11145 E Jenan Dr, Scottsdale, AZ 85259",Scottsdale,AZ,11145 E Jenan Dr,85259,1597,,,,2,3,Fathom Realty,https://photos.zillowstatic.com/fp/ac75248b3c937fb44f1d1d62f72b1555-p_e.jpg,$,https://www.zillow.com/homedetails/11145-E-Jenan-Dr-Scottsdale-AZ-85259/8058647_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,3,FALSE,TRUE,TRUE,FALSE,2,3,Scottsdale,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.592434,,,1597,-111.84026,sqft,7592,743179,,743179,,3200,FALSE,AZ,11145 E Jenan Dr,352600,180571000,,,721400,85259,8058647,8058647,https://photos.zillowstatic.com/fp/ac75248b3c937fb44f1d1d62f72b1555-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.592434,-111.84026,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$743,179 ",Sold,SOLD,,,743179,Sold 05/29/2024,RECENTLY_SOLD,721400,8058647
"7641 W Escuda Dr, Glendale, AZ 85308",Glendale,AZ,7641 W Escuda Dr,85308,2027,,,,2,4,West USA Realty,https://photos.zillowstatic.com/fp/f09a1e1da34fe7caa4f2337cd73d1e49-p_e.jpg,$,https://www.zillow.com/homedetails/7641-W-Escuda-Dr-Glendale-AZ-85308/8128207_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,3,FALSE,TRUE,TRUE,FALSE,2,4,Glendale,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.66583,,,2027,-112.22325,acres,0.251790634,499900,,499900,,2999,FALSE,AZ,7641 W Escuda Dr,324600,180571000,,,501300,85308,8128207,8128207,https://photos.zillowstatic.com/fp/f09a1e1da34fe7caa4f2337cd73d1e49-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.66583,-112.22325,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$499,900 ",Sold,SOLD,,,499900,Sold 05/29/2024,RECENTLY_SOLD,501300,8128207
"6236 S Los Feliz Dr, Tempe, AZ 85283",Tempe,AZ,6236 S Los Feliz Dr,85283,1691,,,,2,3,Posh Properties,https://photos.zillowstatic.com/fp/f0870951c688183fae6a8431458822f3-p_e.jpg,$,https://www.zillow.com/homedetails/6236-S-Los-Feliz-Dr-Tempe-AZ-85283/8136018_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,3,FALSE,TRUE,TRUE,FALSE,2,3,Tempe,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.36448,,,1691,-111.907936,sqft,10879,585000,,585000,,2545,FALSE,AZ,6236 S Los Feliz Dr,304100,180571000,,,577200,85283,8136018,8136018,https://photos.zillowstatic.com/fp/f0870951c688183fae6a8431458822f3-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.36448,-111.907936,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$585,000 ",Sold,SOLD,,,585000,Sold 05/29/2024,RECENTLY_SOLD,577200,8136018
"1970 E Del Sur Dr, Tempe, AZ 85283",Tempe,AZ,1970 E Del Sur Dr,85283,1330,,,,2,3,Berkshire Hathaway HomeServices Arizona Properties,https://photos.zillowstatic.com/fp/d00a6df05a91108e68e6a44dcc1753f4-p_e.jpg,$,https://www.zillow.com/homedetails/1970-E-Del-Sur-Dr-Tempe-AZ-85283/8136401_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,FALSE,TRUE,TRUE,FALSE,2,3,Tempe,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.3745,,,1330,-111.9006,sqft,3707,392000,,392000,,2134,FALSE,AZ,1970 E Del Sur Dr,197100,180573000,,,383700,85283,8136401,8136401,https://photos.zillowstatic.com/fp/d00a6df05a91108e68e6a44dcc1753f4-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.3745,-111.9006,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$392,000 ",Sold,SOLD,,,392000,Sold 05/29/2024,RECENTLY_SOLD,383700,8136401
"3007 E Woodland Dr, Phoenix, AZ 85048",Phoenix,AZ,3007 E Woodland Dr,85048,1242,,,,2,3,My Home Group Real Estate,https://photos.zillowstatic.com/fp/db1e23eee77d5a11bdfce46e861f6294-p_e.jpg,$,https://www.zillow.com/homedetails/3007-E-Woodland-Dr-Phoenix-AZ-85048/8159156_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,FALSE,TRUE,TRUE,FALSE,2,3,Phoenix,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.300858,,,1242,-112.01852,sqft,6443,455000,,455000,,2195,FALSE,AZ,3007 E Woodland Dr,232700,180573000,,,,85048,8159156,8159156,https://photos.zillowstatic.com/fp/db1e23eee77d5a11bdfce46e861f6294-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.300858,-112.01852,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$455,000 ",Sold,SOLD,,,455000,Sold 05/29/2024,RECENTLY_SOLD,,8159156
"2147 E Goldenrod St, Phoenix, AZ 85048",Phoenix,AZ,2147 E Goldenrod St,85048,2928,,,,3,4,RHouse Realty,https://photos.zillowstatic.com/fp/3e2f3157fe0a33c0a6482ee387850fd4-p_e.jpg,$,https://www.zillow.com/homedetails/2147-E-Goldenrod-St-Phoenix-AZ-85048/8160222_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,FALSE,TRUE,TRUE,FALSE,3,4,Phoenix,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.30763,,,2928,-112.03788,sqft,10228,799900,,799900,,3300,FALSE,AZ,2147 E Goldenrod St,462800,180573000,,,785000,85048,8160222,8160222,https://photos.zillowstatic.com/fp/3e2f3157fe0a33c0a6482ee387850fd4-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.30763,-112.03788,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$799,900 ",Sold,SOLD,,,799900,Sold 05/29/2024,RECENTLY_SOLD,785000,8160222
"2747 E Mountain Sky Ave, Phoenix, AZ 85048",Phoenix,AZ,2747 E Mountain Sky Ave,85048,3254,,,,3,5,Endless Ventures,https://photos.zillowstatic.com/fp/71a0e1f02ff56720d96f19e7c1c5df2f-p_e.jpg,$,https://www.zillow.com/homedetails/2747-E-Mountain-Sky-Ave-Phoenix-AZ-85048/8160739_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,FALSE,TRUE,TRUE,TRUE,3,5,Phoenix,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.306717,,,3254,-112.023094,sqft,7379,735000,,735000,,3399,FALSE,AZ,2747 E Mountain Sky Ave,399700,180573000,,1,737000,85048,8160739,8160739,https://photos.zillowstatic.com/fp/71a0e1f02ff56720d96f19e7c1c5df2f-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.306717,-112.023094,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$735,000 ",Sold,SOLD,,,735000,Sold 05/29/2024,RECENTLY_SOLD,737000,8160739
"13613 S 37th St, Phoenix, AZ 85044",Phoenix,AZ,13613 S 37th St,85044,2178,,,,3,3,HomeSmart,https://photos.zillowstatic.com/fp/b3fc141dd2d24ec41a3d07f07294c3d9-p_e.jpg,$,https://www.zillow.com/homedetails/13613-S-37th-St-Phoenix-AZ-85044/8254814_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,FALSE,TRUE,TRUE,FALSE,3,3,Phoenix,USA,USD,,1.71697E+12,2,RECENTLY_SOLD,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.323544,TRUE,,2178,-112.00303,sqft,6425,525000,,525000,,2795,FALSE,AZ,13613 S 37th St,315000,180573000,,,528600,85044,8254814,8254814,https://photos.zillowstatic.com/fp/b3fc141dd2d24ec41a3d07f07294c3d9-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.323544,-112.00303,TRUE,,Non Owner Occupied,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$525,000 ",Sold,SOLD,,,525000,Sold 05/29/2024,RECENTLY_SOLD,528600,8254814
